time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-05-08 16:34:10.814 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389486858240,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,19,332462488,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:35:10.820 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389497597952,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,22,300074248,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:36:10.826 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389475905536,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,16,269258480,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:37:10.832 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389476261888,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,12,377563856,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:38:10.839 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389478936576,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,26,365086112,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:39:10.843 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389468188672,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,25,296606016,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:40:10.852 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389459361792,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,7,290701824,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:41:10.871 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389472436224,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,18,338157152,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:42:10.912 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389475569664,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,415751776,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:43:10.919 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389472333824,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,20,346696704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:44:10.927 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389474226176,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,5,435778472,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:45:10.936 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389497249792,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,6,45,308381968,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:46:10.943 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389499088896,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,23,306312248,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:47:10.948 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389499301888,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,7,389515264,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:48:10.952 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389479534592,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,18,415691144,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:49:10.957 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389479100416,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,17,374096664,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:50:10.966 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389476511744,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,7,471676976,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:51:10.971 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389475405824,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,4,37,349974024,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:52:10.975 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389474975744,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,20,315811256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:53:10.980 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389479469056,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,5,415857552,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:54:10.988 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389477654528,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,24,332427496,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:55:11.001 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389477371904,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,25,366233376,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:56:11.009 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389476732928,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,24,338303024,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:57:11.024 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389456396288,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,3,406282600,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:58:11.034 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389464821760,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,24,384282368,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 16:59:11.045 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389464756224,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,30,332745176,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:00:11.056 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389463527424,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,1,5,390250000,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:01:11.064 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389442838528,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,465747472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:02:11.071 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389439508480,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,32,381894688,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:03:11.075 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389439479808,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,17,313106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:04:11.084 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389423210496,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,13,366942072,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:05:11.098 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389422645248,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,23,324444928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:06:11.112 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389421142016,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,19,420965680,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:07:11.117 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389421195264,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,27,361071600,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:08:11.128 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389420810240,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,27,334206064,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:09:11.135 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389419360256,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,464229488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:10:11.140 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389395902464,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,23,517440040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:11:11.149 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389394243584,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,3,29,353851080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-05-08 17:12:11.153 UTC, , , , , , , , , ,125,3281029,123976,11200, ,3, , , , , , , , , , , ,3,3, , , ,1,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,389390508032,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1652026510470,,, , , , , , , , , ,3145728,20082, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,2,12,392354096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
